base_price,total_beds,occupancy_rate,month,city_tier,distance_to_university,student_rating,has_ac,has_wifi,is_weekend,competitor_avg_price,optimal_price
12000.0,2,0.383015573156014,5,3,6.6,3.9,0,1,1,12500.0,10400.0
15500.0,4,0.9496187192334326,2,2,11.6,3.8,0,1,0,13500.0,15000.0
16500.0,4,0.7011144101441711,3,1,4.6,3.6,0,1,0,13500.0,16600.0
12500.0,6,0.6670523739818259,4,3,3.2,4.6,0,1,0,13000.0,13100.0
6500.0,6,0.7595055411015174,8,1,9.7,4.4,1,1,1,7500.0,7300.0
17000.0,1,0.8447991752324805,3,2,0.7,3.8,0,1,1,16500.0,19800.0
10000.0,4,0.9206923221716835,12,1,7.1,3.8,0,1,0,11000.0,10200.0
8000.0,4,0.7252582814002596,12,1,1.5,3.8,0,1,0,8500.0,8800.0
15000.0,2,0.7780854745513751,8,3,3.4,3.0,1,1,0,17000.0,18900.0
13500.0,6,0.6822190890186912,9,2,1.5,3.7,1,1,0,14000.0,19300.0
16000.0,2,0.6697526743027706,3,1,0.6,4.3,1,1,0,16500.0,21100.0
11000.0,8,0.8480328011152365,11,1,2.4,4.4,1,1,1,9500.0,14200.0
14000.0,4,0.5755860969199097,6,1,2.4,3.4,1,1,1,13000.0,18100.0
14500.0,4,0.6660651254118017,5,1,0.7,3.2,0,1,0,14500.0,16300.0
11000.0,4,0.8933286158638387,12,1,10.0,4.1,0,1,1,11000.0,10000.0
9500.0,6,0.9009838041211782,12,2,6.5,5.0,0,1,0,11000.0,11600.0
9000.0,4,0.7918543046221294,6,2,2.5,4.0,0,1,0,9500.0,9000.0
8000.0,6,0.47895547708279196,9,3,6.0,4.0,0,1,0,7500.0,8500.0
17000.0,6,0.9820726356888496,10,1,6.5,5.0,0,0,1,20000.0,21700.0
14500.0,6,0.6785403806732727,10,2,0.4,4.2,1,1,0,13500.0,19600.0
8500.0,4,0.753874561107309,9,3,1.3,5.0,0,1,0,9500.0,11100.0
11000.0,8,0.6248138407361744,6,2,0.4,3.8,0,1,0,11000.0,12100.0
13500.0,4,0.8457266185090988,6,3,0.8,4.3,0,1,1,14000.0,15300.0
13000.0,4,0.9373984366282756,12,3,1.3,4.0,0,1,0,13500.0,16700.0
11500.0,4,0.9123948913094463,4,1,10.1,4.2,0,1,0,12500.0,12000.0
18000.0,2,0.6945632389683855,7,1,11.6,4.0,1,1,0,18000.0,19300.0
12500.0,4,0.8021641391878203,5,1,0.3,3.9,1,1,0,11500.0,16500.0
12500.0,4,0.8766919451575821,4,2,0.3,4.2,0,1,0,12000.0,13100.0
15500.0,6,0.5372840049552686,9,1,0.5,4.9,0,1,1,15000.0,20200.0
19500.0,2,0.8764151811635778,9,2,6.4,3.6,1,0,0,19500.0,25100.0
12000.0,8,0.48633793995375846,7,2,3.8,4.1,1,1,1,12000.0,15600.0
12000.0,4,0.7665928678243945,6,1,5.2,3.9,1,1,0,12000.0,14300.0
12500.0,6,0.6927789584572386,1,1,3.3,2.7,1,1,0,12500.0,13100.0
13500.0,8,0.9045989162840802,3,3,0.4,5.0,1,1,1,10500.0,22500.0
12000.0,4,0.7517196996700279,7,2,13.5,3.9,0,0,1,10500.0,12000.0
14500.0,4,0.7800623710182828,9,1,6.6,3.4,1,1,0,13500.0,18400.0
13500.0,2,0.6286157118847341,4,1,1.6,4.0,0,1,1,11000.0,16100.0
15500.0,4,0.6444395811585494,2,2,2.4,4.0,1,1,0,16500.0,18500.0
9000.0,2,0.7112972632172201,9,1,9.8,4.4,0,1,0,7000.0,8600.0
9000.0,8,0.9007099316129462,3,1,11.0,4.9,0,1,0,9000.0,9200.0
10000.0,4,0.5370925698747274,5,1,0.9,4.4,1,1,0,10500.0,12900.0
11500.0,4,0.6810948684141681,1,1,2.4,4.5,0,1,0,10500.0,12600.0
16000.0,4,0.33410652075683595,10,1,2.8,4.0,1,1,0,15000.0,16700.0
10000.0,6,0.8252233838299081,9,2,2.9,3.2,0,0,0,12500.0,10800.0
9000.0,2,0.8993228242233936,10,1,3.4,5.0,0,1,0,7000.0,8700.0
14000.0,1,0.5918279665837414,6,1,0.4,5.0,0,0,0,14000.0,16300.0
9000.0,6,0.6116757380647092,3,2,13.5,3.8,1,1,0,9500.0,9400.0
9000.0,4,0.8430460136173181,5,1,4.2,4.4,0,1,1,10000.0,9400.0
12000.0,6,0.6322569209173261,5,3,0.6,4.4,1,1,1,13500.0,16900.0
11000.0,2,0.7191073019302818,2,2,0.8,3.8,0,1,1,10500.0,12900.0
11000.0,2,0.5159506855932471,12,2,1.3,2.9,0,0,1,14500.0,10000.0
7000.0,4,0.5515524438286804,8,1,0.3,5.0,0,1,0,8500.0,8600.0
10000.0,4,0.7550823814038883,9,2,1.0,3.4,0,1,0,7500.0,12100.0
15500.0,6,0.7808677463104605,9,1,1.0,4.1,1,1,0,17000.0,21900.0
14000.0,6,0.9333231420732652,8,3,9.2,4.2,0,1,0,14500.0,15000.0
8500.0,4,0.7286102038806396,12,2,9.3,3.7,0,1,0,7000.0,7900.0
11000.0,6,0.6413689956664484,9,1,0.3,5.0,1,1,1,9500.0,17900.0
12500.0,6,0.685792420021315,2,1,0.3,5.0,1,1,0,14000.0,16600.0
12500.0,2,0.31720991589541747,4,3,8.7,2.7,1,1,0,10000.0,9800.0
9000.0,4,0.6231784053779472,8,2,7.9,3.5,1,1,1,7500.0,10500.0
5000.0,2,0.9252103223488736,11,1,0.3,4.7,1,1,0,3000.0,7800.0
11000.0,6,0.7474772198479789,5,1,9.0,4.0,0,0,0,12500.0,9700.0
9000.0,6,0.8053467175823368,11,1,5.8,4.4,1,1,0,13000.0,11500.0
10500.0,6,0.5218587906481983,4,2,3.7,3.6,1,1,0,9500.0,13200.0
13500.0,6,0.7251585902538648,4,2,1.7,3.8,1,1,1,12500.0,18500.0
13500.0,4,0.818344397127657,7,1,1.9,3.4,0,1,1,11000.0,15600.0
8500.0,2,0.7185059771764726,1,2,0.1,3.2,0,1,0,10500.0,10100.0
18000.0,6,0.6202216586307892,11,3,3.1,4.0,0,1,0,17000.0,18100.0
12000.0,4,0.8338133625691926,1,3,2.2,5.0,1,1,0,12000.0,16700.0
15000.0,8,0.6273469385759469,12,3,3.1,4.0,0,1,0,14000.0,14800.0
10500.0,6,0.7623190906751662,11,3,3.4,4.2,1,1,0,13000.0,12700.0
8500.0,4,0.8242877143474279,9,3,0.5,3.3,0,1,1,8500.0,10300.0
9500.0,4,0.9286190655792499,2,2,0.8,3.6,1,1,0,7500.0,14200.0
7500.0,2,0.969367585444057,9,2,0.2,4.3,1,1,1,6000.0,13300.0
15000.0,6,0.6356619151439837,9,2,1.5,3.2,0,0,1,16500.0,19000.0
10500.0,2,0.7459621374250067,5,3,15.0,3.5,0,1,0,9500.0,9600.0
12500.0,1,0.7230898881991253,1,2,1.6,4.3,1,1,1,11500.0,18700.0
14500.0,6,0.7589063044591221,12,1,2.9,3.1,0,1,0,13000.0,14500.0
13500.0,8,0.9297318054854896,12,1,2.2,2.9,0,1,0,13000.0,12600.0
7500.0,4,0.7897909372846578,9,1,1.4,4.9,0,1,0,9000.0,9200.0
14500.0,4,0.4068457639359901,7,1,0.3,4.5,0,1,0,15000.0,16300.0
10500.0,4,0.5893373191088667,4,1,3.8,3.5,1,1,1,9000.0,12700.0
15000.0,4,0.7909136005978563,1,3,4.4,4.3,0,1,0,12000.0,16100.0
14500.0,6,0.6922484116641965,9,2,0.3,3.3,0,1,0,14000.0,17400.0
11000.0,6,0.9286443180469317,9,2,9.9,3.7,0,1,1,12500.0,12800.0
10500.0,1,0.7975563524249681,1,3,7.2,4.3,1,0,0,8500.0,11800.0
14500.0,4,0.7645857791850892,4,3,0.2,5.0,0,1,0,11500.0,16600.0
9000.0,2,0.7144456036390561,5,2,2.9,3.4,1,1,0,10000.0,11300.0
13000.0,1,0.729107910695641,10,2,1.3,4.3,0,1,0,13500.0,15100.0
11500.0,4,0.6855540623628376,2,2,0.9,4.2,0,1,0,11500.0,13300.0
19500.0,4,0.9394499551866123,2,2,2.3,3.7,1,1,0,20000.0,27000.0
11000.0,4,0.605064529969624,11,3,0.7,3.7,0,1,0,13500.0,12300.0
10500.0,4,0.8426373180521644,10,2,2.9,3.8,0,1,0,8500.0,10100.0
11500.0,2,0.5675115908594084,3,2,1.4,4.6,0,1,0,9500.0,13100.0
12500.0,8,0.8728877754924282,12,2,15.0,4.0,0,1,0,13000.0,11900.0
15000.0,1,0.7579099186994022,9,2,2.8,3.8,1,1,0,14500.0,19500.0
12000.0,6,0.6940814350420808,10,3,1.4,4.5,0,1,0,14000.0,12700.0
7000.0,4,0.5932240768457705,3,1,0.1,2.8,0,1,0,7000.0,6600.0
6000.0,6,0.5755857064365414,5,3,10.1,3.9,0,1,1,3000.0,5200.0
14000.0,6,0.8928145789333908,9,1,0.5,2.5,0,0,0,13500.0,13200.0
12000.0,2,0.5950184862537022,2,1,3.8,3.6,0,1,0,12000.0,12000.0
13500.0,4,0.7122877142481627,2,1,2.4,5.0,0,1,0,13000.0,14900.0
15500.0,1,0.7800034791958188,2,2,4.0,4.0,1,1,0,18000.0,17800.0
15500.0,6,0.2904414525862142,9,2,0.5,4.6,1,1,1,13000.0,20900.0
13500.0,2,0.8458419869070037,6,1,0.2,4.1,1,1,1,12500.0,20000.0
8000.0,6,0.6564900489678109,11,2,0.5,3.5,0,1,0,9000.0,9800.0
14000.0,6,0.9233524258459299,4,1,4.0,4.5,0,1,0,14500.0,16500.0
13500.0,4,0.541535941596825,9,2,0.8,4.5,0,1,1,14000.0,17800.0
8000.0,6,0.873030882831611,2,2,1.9,4.6,0,1,0,9500.0,9600.0
12500.0,6,0.8294244465541167,7,1,0.6,4.5,0,0,1,16500.0,14600.0
11500.0,4,0.7173147376915835,10,1,0.2,4.4,0,1,1,11000.0,13700.0
11500.0,6,0.79415344093499,11,2,6.5,4.4,0,1,0,14000.0,11600.0
10500.0,4,0.8677599700501203,2,1,2.3,3.5,1,0,1,9500.0,12900.0
9000.0,8,0.5863597823590437,5,2,5.6,4.3,0,1,1,10000.0,9300.0
14500.0,8,0.9604929807293922,9,3,1.0,4.7,0,1,1,13000.0,21700.0
9500.0,4,0.9116423726866969,7,1,6.8,4.2,1,1,0,9500.0,13000.0
16500.0,4,0.7866060352648179,1,1,5.2,5.0,1,1,0,16000.0,23000.0
13000.0,2,0.6360249351403346,5,1,4.0,3.4,0,0,0,9500.0,13300.0
13500.0,2,0.8450596223200673,4,1,1.2,4.4,0,1,1,15000.0,15100.0
13500.0,6,0.8175387187797765,9,2,0.2,5.0,0,1,0,14500.0,17600.0
9500.0,2,0.5681428002689195,6,2,2.7,4.0,1,1,0,11500.0,10800.0
6500.0,4,0.7218190787749333,5,2,7.9,5.0,0,1,0,7000.0,6500.0
9000.0,4,0.69680357088563,9,2,1.4,3.6,0,1,0,8500.0,10800.0
18000.0,4,0.771177787293023,3,1,0.3,3.3,1,0,0,17000.0,23900.0
17000.0,6,0.836668046321235,12,2,3.2,4.5,0,1,0,15000.0,17600.0
11500.0,4,0.7364241017796583,9,1,5.3,4.2,1,1,0,10500.0,15600.0
7500.0,4,0.7607597033530589,5,1,3.3,5.0,1,1,0,6000.0,9100.0
8000.0,8,0.8187735925173089,2,1,0.6,3.2,0,1,1,8500.0,9900.0
16500.0,6,0.952999186851918,3,1,0.2,3.0,0,1,0,15000.0,17100.0
15500.0,6,0.7064508886653954,10,1,10.5,5.0,0,1,1,18500.0,15300.0
14500.0,4,0.6555527510050083,8,1,3.2,3.2,0,1,1,17000.0,16500.0
13000.0,6,0.7908403463426719,8,1,8.9,4.6,0,1,0,13500.0,14100.0
16000.0,6,0.8330970055848291,6,1,7.9,4.6,0,1,0,16500.0,15400.0
16500.0,2,0.7281000538418746,6,2,3.5,3.1,1,1,0,18500.0,19500.0
13000.0,4,0.5285544372941045,11,1,3.5,4.0,1,1,0,13500.0,15400.0
14000.0,1,0.6686876881039021,1,1,1.3,3.2,0,1,1,12000.0,18500.0
15500.0,4,0.7183271741848205,7,3,0.7,4.8,0,1,1,14500.0,19000.0
16000.0,2,0.7770420186095668,3,3,4.4,3.5,1,1,0,19000.0,19600.0
7000.0,8,0.7134240068636806,11,1,6.9,5.0,0,1,0,8500.0,7200.0
5500.0,2,0.8502249379877047,2,3,8.7,5.0,1,1,1,6000.0,6800.0
15500.0,4,0.5535723461673665,3,3,6.6,4.6,0,1,0,14000.0,15700.0
22000.0,2,0.9106431338106677,9,3,0.2,4.0,1,1,0,24000.0,35600.0
8000.0,2,0.697134792695592,3,2,0.3,4.8,0,1,0,7500.0,9300.0
13000.0,4,0.3959208762941217,5,1,0.6,4.4,0,1,0,12000.0,12000.0
12000.0,8,0.5742278992706769,4,2,9.2,5.0,1,1,0,12000.0,13800.0
9000.0,4,0.33799692107171636,9,1,8.7,4.5,1,1,1,8500.0,9600.0
12000.0,4,0.7320912026694429,1,2,2.5,4.2,1,1,0,15000.0,14900.0
10500.0,6,0.9341196816209097,11,1,1.7,4.0,1,1,0,10500.0,16300.0
10000.0,2,0.9549070842846638,9,1,1.2,4.1,1,1,0,8000.0,16500.0
16500.0,2,0.8938425875242908,6,1,0.7,3.7,1,0,1,17500.0,23000.0
11500.0,4,0.6812058133693024,6,1,3.2,5.0,0,1,1,12000.0,12600.0
10500.0,2,0.9356235181228743,3,1,1.3,3.8,0,1,0,8500.0,13100.0
17000.0,4,0.6630840386990695,5,1,3.3,3.5,1,1,0,18000.0,20500.0
6500.0,4,0.45481564379112854,5,3,1.3,4.8,0,1,0,500.0,7400.0
15000.0,4,0.8527867398996193,8,1,0.2,4.5,0,1,1,13000.0,19000.0
14500.0,2,0.8038980765237504,2,2,5.1,4.9,1,1,0,14000.0,19200.0
17000.0,1,0.6784943003799587,9,1,0.3,4.4,0,1,1,18000.0,20900.0
15500.0,4,0.730468189940775,10,3,2.6,3.9,0,1,0,13500.0,15800.0
11000.0,6,0.7375182526311607,1,1,3.3,4.3,0,1,0,12000.0,11500.0
15500.0,1,0.6111754815149443,1,3,4.9,4.1,0,0,0,15500.0,16700.0
10500.0,1,0.7833051729266398,5,2,2.3,4.6,0,1,0,9500.0,11300.0
10500.0,6,0.7177347242288352,3,3,3.7,3.6,0,1,1,10500.0,10700.0
10000.0,1,0.5140574961485728,12,1,3.8,3.7,0,1,1,8000.0,11300.0
14000.0,4,0.9493092332673742,9,2,8.2,4.4,0,1,0,11000.0,14900.0
10500.0,4,0.6804706584043824,10,2,1.4,4.2,0,0,0,9500.0,11300.0
7000.0,8,0.7847871731162964,8,1,1.3,3.8,1,1,0,6000.0,10000.0
8000.0,4,0.384544872881366,12,3,11.0,3.3,1,1,0,8500.0,8000.0
13000.0,1,0.74590823116799,5,2,8.0,3.7,0,1,0,14500.0,11300.0
11000.0,4,0.8025277085974017,6,1,0.7,4.4,1,1,1,11500.0,15400.0
14500.0,6,0.922986837638722,8,3,3.9,3.6,0,1,1,16000.0,18600.0
15000.0,2,0.8261127742145103,10,1,1.1,4.0,0,1,0,17000.0,16900.0
9000.0,4,0.8221387015676052,6,2,0.1,3.8,1,0,0,7500.0,12600.0
16000.0,2,0.5952400992227064,5,1,1.0,4.0,0,1,0,16500.0,17400.0
9000.0,6,0.9656010999216192,10,1,4.3,3.8,0,1,0,11000.0,10700.0
13500.0,1,0.6869846990122264,7,1,0.5,5.0,1,1,0,15000.0,18100.0
7000.0,4,0.8676605422634772,6,1,3.1,4.6,1,1,0,5500.0,8100.0
10500.0,8,0.6958296500008977,8,2,2.7,4.5,1,1,0,9500.0,14300.0
10500.0,6,0.3019772514642869,3,2,2.8,3.2,1,1,1,11000.0,11100.0
6000.0,8,0.7049721490788056,8,3,7.8,3.8,1,1,0,5500.0,7700.0
8500.0,6,0.4666442826667034,3,3,4.3,3.9,0,1,1,10500.0,8400.0
14000.0,4,0.6369383571436357,4,1,2.1,2.9,0,1,0,11000.0,11900.0
13000.0,6,0.7931307449521331,12,2,4.4,4.4,1,1,0,13000.0,15300.0
9000.0,6,0.5805359080447431,10,2,0.7,4.1,0,1,0,13000.0,10300.0
14500.0,8,0.6576793834590509,9,1,4.2,3.6,1,0,0,14000.0,18400.0
8500.0,8,0.9382416540832826,1,2,1.9,3.9,0,1,0,7500.0,11400.0
14000.0,1,0.598274284560211,4,1,0.8,4.5,1,1,0,13500.0,18700.0
15500.0,2,0.800700153478479,11,1,1.0,4.7,0,1,0,11000.0,17600.0
14000.0,1,0.7498135785791574,12,3,1.3,3.9,1,1,1,13500.0,19200.0
11000.0,2,0.8559036273551883,9,3,5.7,2.8,0,0,1,12500.0,9700.0
13000.0,1,0.7227191713068924,10,2,0.1,3.2,0,1,0,15500.0,14900.0
10500.0,2,0.7956444526905005,6,1,0.7,3.4,1,1,0,11500.0,14400.0
15500.0,2,0.5572267955524672,3,2,4.6,4.1,0,1,0,15500.0,15200.0
14000.0,4,0.7013138898493415,11,3,0.1,4.4,1,1,0,14500.0,18800.0
15500.0,4,0.8290750065225058,6,2,3.7,4.6,1,1,0,17500.0,19200.0
10000.0,4,0.5737585200226727,2,1,1.0,4.2,0,1,0,9000.0,11500.0
11500.0,4,0.6514604158472834,9,2,4.4,3.8,0,1,0,9500.0,12700.0
7000.0,4,0.7139099469347243,6,3,8.4,3.4,1,1,0,8000.0,7800.0
14000.0,4,0.7809776410795342,7,1,3.2,4.8,1,1,0,13500.0,17400.0
10000.0,8,0.8804218976549982,11,2,3.4,4.5,0,1,0,11500.0,10400.0
13000.0,4,0.7950042722753982,4,2,2.3,4.2,0,1,0,14000.0,12900.0
12000.0,2,0.9494339879929422,11,1,1.0,4.4,1,1,0,11000.0,18300.0
11000.0,8,0.7906557838154015,12,2,7.5,3.8,1,1,0,11500.0,11700.0
12000.0,4,0.3831754012245038,8,3,7.9,5.0,1,1,0,12000.0,12000.0
13000.0,2,0.7591177365004981,4,3,0.1,3.5,1,1,1,14000.0,17200.0
11500.0,4,0.6020804365592856,12,1,0.1,4.4,0,1,0,11000.0,12500.0
11500.0,2,0.7914141693392046,7,2,0.2,4.5,0,1,0,10000.0,12700.0
10500.0,1,0.5695321524667621,12,2,13.6,4.9,1,1,0,10500.0,12700.0
7500.0,4,0.8258415069557725,3,2,4.3,4.5,0,1,0,5500.0,7500.0
14000.0,8,0.5938617447910427,3,2,6.3,4.3,0,0,0,14500.0,13900.0
14000.0,6,0.6769884636140863,5,2,0.1,4.6,1,1,0,13000.0,19200.0
9000.0,4,0.5975152981901624,6,1,13.7,4.6,0,1,0,10000.0,8600.0
7500.0,4,0.9271447686898376,5,1,2.2,4.3,1,1,1,5000.0,11100.0
16500.0,4,0.7682855662844398,12,1,1.8,4.0,0,0,0,17000.0,18200.0
10000.0,1,0.5399438234626518,6,2,0.6,3.0,0,1,0,8500.0,8800.0
9500.0,6,0.8827735910697554,7,3,0.2,4.1,0,1,0,10000.0,10000.0
15000.0,4,0.8188845406851833,8,2,4.9,3.9,1,1,0,14000.0,19500.0
14000.0,6,0.826770612091166,6,1,1.9,4.4,0,1,0,12500.0,15800.0
13000.0,6,0.8569320544835359,11,2,3.9,4.2,1,1,0,10500.0,15900.0
12500.0,2,0.2925154256862389,9,1,5.8,4.5,1,1,0,9500.0,14300.0
11500.0,4,0.7323105018337452,6,1,1.3,3.7,0,1,1,12000.0,13400.0
15000.0,4,0.867355015675591,8,1,1.0,5.0,0,1,0,13000.0,18700.0
11500.0,8,0.8114418951414172,10,2,5.5,3.5,0,1,1,11000.0,11700.0
15000.0,1,0.8453334812393557,12,2,8.4,3.9,0,1,0,16000.0,13500.0
15000.0,4,0.767272232657561,2,2,1.2,4.3,1,1,0,16500.0,19400.0
16000.0,4,0.7935313008535143,11,1,0.4,3.7,0,1,0,18500.0,17600.0
15500.0,6,0.8747450793745721,6,2,2.7,3.1,0,0,0,15000.0,16300.0
11000.0,4,0.29982097147483683,2,1,1.5,3.8,0,1,0,12500.0,10200.0
10500.0,4,0.8558158965252918,6,3,1.6,4.4,1,1,1,9000.0,15300.0
16500.0,2,0.38520738218243944,6,1,0.1,4.2,0,1,0,17500.0,15600.0
13000.0,4,0.5028951899912828,5,2,2.4,3.7,1,1,0,11500.0,15800.0
15500.0,4,0.9219592585290842,12,1,3.9,3.8,0,1,1,17500.0,18700.0
14500.0,4,0.6274280032409769,12,2,8.5,4.2,1,1,1,14500.0,16200.0
11500.0,8,0.7321337033154912,3,3,5.9,4.8,0,1,1,12500.0,13000.0
10000.0,2,0.8218775442344458,4,1,1.1,3.5,0,1,1,8500.0,11700.0
9500.0,4,0.5913272553950986,8,1,7.7,5.0,1,1,0,9500.0,11000.0
14500.0,4,0.5199703238652978,7,3,8.7,4.7,0,1,0,13500.0,13200.0
12000.0,2,0.7656488159178394,6,2,1.8,4.4,0,1,0,13500.0,13200.0
13500.0,8,0.7945593816186266,4,1,2.0,4.4,0,0,0,14000.0,13200.0
12500.0,6,0.9111512343703497,2,1,1.5,3.3,1,1,0,14500.0,19200.0
15500.0,6,0.7796091749844122,7,1,0.8,3.5,0,1,0,16500.0,16000.0
13000.0,1,0.9481892057426236,4,1,1.1,3.6,1,1,0,15000.0,20300.0
10000.0,2,0.8546133336547254,11,2,3.0,4.4,1,1,0,10500.0,12300.0
7500.0,4,0.8525737555297725,11,1,8.6,4.0,0,1,1,7000.0,8100.0
7500.0,6,0.3526503150052009,5,1,4.7,4.3,0,1,1,8000.0,6500.0
14000.0,2,0.7272418580855726,1,2,0.3,4.1,1,1,0,15500.0,19500.0
8000.0,2,0.5366246723297605,6,2,11.0,4.0,0,1,0,8500.0,7100.0
10000.0,4,0.44217303380506773,6,1,6.5,4.4,0,1,0,8500.0,9700.0
11000.0,2,0.8056908607003181,6,2,9.6,4.4,1,1,0,10500.0,12300.0
8500.0,6,0.9074083479410187,4,2,7.2,4.4,0,1,0,8000.0,8600.0
5500.0,4,0.8099634577477494,1,3,1.7,5.0,1,1,0,6000.0,8300.0
10000.0,4,0.7476227871952806,3,1,2.5,2.7,0,1,0,9500.0,8200.0
13000.0,6,0.9245853402382923,10,1,1.0,4.7,1,0,0,15000.0,20100.0
11500.0,6,0.6020706391044631,10,1,9.6,4.2,0,1,0,9000.0,10600.0
8000.0,4,0.9055631631906277,5,2,4.0,3.7,1,1,1,11500.0,11400.0
14000.0,1,0.9379124141649413,7,1,3.2,5.0,0,1,0,14500.0,17100.0
11500.0,6,0.8435914811280344,8,1,1.3,3.9,0,0,0,15000.0,13100.0
11500.0,1,0.6104698350915698,12,3,5.3,4.4,0,1,0,11000.0,10900.0
11500.0,2,0.9646013080859519,6,2,5.5,4.8,1,1,0,8500.0,16400.0
14000.0,8,0.624903019807532,6,1,0.8,5.0,0,1,0,16500.0,16400.0
17500.0,4,0.534132941741044,5,2,4.7,4.3,0,0,0,16000.0,17700.0
10500.0,4,0.6997892510165943,2,2,4.3,4.5,1,1,0,10000.0,12800.0
14500.0,2,0.8107457370002138,3,1,15.0,3.3,0,0,0,13000.0,12900.0
11500.0,1,0.7272933262572517,7,1,6.6,5.0,1,1,1,12000.0,14800.0
5500.0,8,0.8063607405505909,6,1,0.5,3.1,0,0,0,4000.0,6400.0
8000.0,4,0.5855935221878046,11,2,0.8,4.6,0,0,0,8000.0,9100.0
13500.0,1,0.7307269626886751,7,3,0.7,2.9,1,1,0,13000.0,14300.0
6500.0,2,0.4952807760868292,8,1,3.0,4.2,0,1,1,7000.0,7300.0
13000.0,6,0.8009275733210536,3,2,2.9,4.3,0,1,0,14000.0,12700.0
10500.0,6,0.5392571876404194,12,1,0.3,4.8,1,1,0,11500.0,15300.0
11500.0,4,0.626137426923619,7,2,0.1,3.5,0,1,0,13500.0,13000.0
12500.0,4,0.9292265833348924,4,3,2.7,3.1,0,1,0,14500.0,14500.0
10000.0,6,0.8969351725275029,2,2,1.1,3.8,1,1,0,8500.0,12700.0
9000.0,1,0.5293020307537392,11,1,4.1,4.6,1,1,0,8500.0,10700.0
15500.0,4,0.8569165951345312,7,3,1.8,3.3,0,0,0,16000.0,16800.0
19000.0,2,0.4519300324079945,7,2,3.0,3.9,0,1,0,16500.0,18900.0
9000.0,4,0.6674829275223022,11,1,1.5,4.2,0,0,1,9500.0,10400.0
13500.0,4,0.560210037535002,5,2,2.5,3.8,0,1,0,16000.0,13900.0
12500.0,2,0.5733114132159323,2,1,3.5,4.9,0,1,0,15000.0,13900.0
11500.0,1,0.8408429650427102,2,2,4.4,4.6,0,1,0,11500.0,12200.0
16000.0,2,0.8448706234009193,10,1,9.9,2.9,1,1,0,15500.0,14800.0
9000.0,4,0.6768897111434768,11,2,1.9,5.0,0,1,0,10000.0,10300.0
11500.0,2,0.38970592628350936,8,1,1.5,4.5,0,1,0,12000.0,11500.0
15500.0,8,0.6556184779656382,1,3,2.0,3.4,0,1,0,16000.0,17100.0
9500.0,4,0.5438301060212712,8,1,0.5,4.6,0,1,0,9000.0,12300.0
14000.0,4,0.8353219693049337,1,1,8.8,4.2,0,1,0,15500.0,12900.0
13500.0,6,0.8358146753566494,4,2,2.5,4.4,0,1,0,15500.0,13300.0
9500.0,4,0.7195601741248963,9,3,1.4,4.4,0,1,0,10000.0,10600.0
12500.0,1,0.7705745260530097,6,2,7.9,4.3,1,1,0,12500.0,13400.0
18000.0,4,0.8656019144411288,4,2,1.0,4.3,0,1,0,17500.0,20300.0
15000.0,6,0.6759609399324167,8,2,0.1,4.3,1,1,0,14000.0,21000.0
6500.0,2,0.8534443223155723,6,3,2.1,3.6,0,1,0,5000.0,6400.0
15000.0,1,0.3227831984382604,2,2,0.6,4.6,1,1,0,15500.0,17700.0
8000.0,4,0.5827196009298006,8,1,5.9,3.5,1,0,0,6500.0,10200.0
13000.0,4,0.8151986309802376,10,2,4.8,4.1,1,1,0,14500.0,15200.0
15000.0,4,0.1927464949411337,7,1,6.1,4.1,1,1,0,14000.0,15000.0
14000.0,8,0.6689936933873778,7,3,15.0,3.7,1,1,0,13500.0,15400.0
12500.0,4,0.8581299249004514,5,2,4.8,3.7,0,1,0,10500.0,12000.0
13500.0,4,0.8376253265150417,2,3,2.3,5.0,0,1,1,14000.0,14600.0
9500.0,6,0.8514192465285407,7,2,5.3,4.2,0,1,0,11000.0,9800.0
14500.0,2,0.6875836814472651,5,1,1.6,4.0,1,1,0,15500.0,18700.0
12500.0,8,0.5258815753588704,10,2,1.4,4.1,0,1,0,11500.0,13700.0
13000.0,4,0.7401630099500911,6,1,1.7,2.8,0,1,0,15000.0,11200.0
11000.0,4,0.6887049455135449,10,2,1.1,3.5,0,1,0,11500.0,11500.0
13000.0,6,0.7602119400623966,6,3,2.6,5.0,0,1,0,14500.0,13600.0
12000.0,1,0.8548518007008428,5,1,3.2,4.4,1,1,1,11000.0,15000.0
12000.0,4,0.6830249358010825,5,1,0.2,3.8,1,1,1,12500.0,16700.0
11000.0,2,0.7340588864300258,12,1,0.9,4.1,0,1,0,10000.0,12100.0
16000.0,4,0.36344839722918726,6,2,0.5,3.7,1,1,0,15500.0,17600.0
16500.0,4,0.8364521786499683,10,3,2.6,4.1,1,1,0,14000.0,19600.0
9500.0,6,0.8781112768645888,8,2,0.6,5.0,1,1,1,7500.0,15300.0
11500.0,6,0.6981557744986125,7,2,5.3,4.4,0,1,1,10000.0,12400.0
8500.0,2,0.6513027114008669,6,2,11.8,3.4,0,1,1,8500.0,7500.0
19500.0,2,0.7410197629298687,10,2,4.5,4.5,0,0,0,20000.0,20600.0
11000.0,4,0.7018159361046119,3,1,4.9,4.1,0,1,1,13500.0,11700.0
13500.0,1,0.7238701226805313,1,1,0.8,4.8,1,1,0,13500.0,20600.0
19500.0,2,0.9316368118406366,8,3,1.0,4.8,1,1,0,20000.0,33400.0
14000.0,8,0.6658689740083994,9,2,3.9,3.8,1,0,0,14000.0,18300.0
